OrderId,Property Id,Property Name,Parent Property Id,Parent Property Name,BBL - 10 digits,"NYC Borough, Block and Lot (BBL) self-reported",NYC Building Identification Number (BIN),Address 1 (self-reported),Address 2,Postal Code,Street Number,Street Name,Borough,DOF Gross Floor Area,Primary Property Type - Self Selected,List of All Property Use Types at Property,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),2nd Largest Property Use Type,2nd Largest Property Use - Gross Floor Area (ft²),3rd Largest Property Use Type,3rd Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),District Steam Use (kBtu),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Release Date,Water Required?,DOF Benchmarking Submission Status,Latitude,Longitude,Community Board,Council District,Census Tract,NTA
245,4442797,Fifth Hsg Bldg #1,4442836,Fifth Housing Company Inc,4067910025,4-06791-0025,4440184,65-24 162nd Street,Not Available,11365,61-15,160 STREET,Queens,236984,Multifamily Housing,Multifamily Housing,Multifamily Housing,145938,Not Available,Not Available,Not Available,Not Available,1966,1,100,Whole Building,Not Available,41.8,44.2,12.5,0,135.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,217605,2194.2,5886996.5,1827689.5,557.9,11.6,546.3,145938,Not Available,Not Available,128.2,05/01/2017 09:17:10 PM,,In Compliance,,,,,,
251,4474039,WEST BRIGHTON I/WEST BRIGHTON II CAMPUS,4474039,WEST BRIGHTON I/WEST BRIGHTON II CAMPUS,5001960001,5001960001,5095813;5095814;5095815;5095816;5095817;5095818;5095819;5095820;5146063;5095821;5095822;5095824;5095825;5095826;5095827;5095828,820 HENDERSON AVENUE,Not Available,10310,159,ALASKA STREET,Staten Island,550010,Multifamily Housing,Multifamily Housing,Multifamily Housing,608360,Not Available,Not Available,Not Available,Not Available,1962,17,100,Whole Building,Not Available,113.8,118.4,6.8,0.9,173,Not Available,776250,Not Available,Not Available,Not Available,Not Available,5.39E+07,570461,14606591.2,4158216,4274.7,2919.2,1355.5,608360,Not Available,Not Available,169.7,06/02/2017 11:13:51 AM,,In Compliance,40.634756,-74.120309,1,49,13301,West New Brighton-New Brighton-St. George                                  
252,2831251,WEST BRIGHTON I,4474039,WEST BRIGHTON I/WEST BRIGHTON II CAMPUS,5001960001,5001960001,5095813;5095814;5095815;5095816;5095817;5095818;5095819;5095820;5146063,820 HENDERSON AVENUE,Not Available,10310,159,ALASKA STREET,Staten Island,550010,Multifamily Housing,Multifamily Housing,Multifamily Housing,534260,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Not Available,28.1,27.4,7.8,0,84.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,380777.5,4408.1,14606591.2,4158216,1375.7,20.2,1355.5,534260,Not Available,Not Available,86.6,06/02/2017 11:13:51 AM,No,In Compliance,40.634756,-74.120309,1,49,13301,West New Brighton-New Brighton-St. George                                  
253,2831252,WEST BRIGHTON II,4474039,WEST BRIGHTON I/WEST BRIGHTON II CAMPUS,5001960001,5001960001,5095821;5095822;5095824;5095825;5095826;5095827;5095828,159 ALASKA STREET,Not Available,10310,159,ALASKA STREET,Staten Island,550010,Multifamily Housing,Multifamily Housing,Multifamily Housing,74100,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Not Available,38.8,38.3,9,0.1,104.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,520805,5564.2,2352503.3,669750.2,246,27.7,218.3,74100,Not Available,Not Available,107.1,06/02/2017 11:13:51 AM,No,In Compliance,40.634756,-74.120309,1,49,13301,West New Brighton-New Brighton-St. George                                  
254,3128127,WEST BRIGHTON I/WEST BRIGHTON II,4474039,WEST BRIGHTON I/WEST BRIGHTON II CAMPUS,5001960001,5001960001,5095813;5095814;5095815;5095816;5095817;5095818;5095819;5095820;5146063;5095821;5095822;5095824;5095825;5095826;5095827;5095828,820 HENDERSON AVENUE,Not Available,10310,159,ALASKA STREET,Staten Island,550010,Multifamily Housing,Multifamily Housing,Multifamily Housing,608360,Not Available,Not Available,Not Available,Not Available,1962,1,100,Whole Building,Not Available,89,94.1,Not Available,0.9,98.8,Not Available,776250,Not Available,Not Available,Not Available,Not Available,5.34E+07,564977.4,Not Available,Not Available,2891.6,2891.6,0,608360,Not Available,Not Available,93.4,06/02/2017 11:13:51 AM,No,In Compliance,40.634756,-74.120309,1,49,13301,West New Brighton-New Brighton-St. George                                  
255,4483287,Fieldston School Building,4483287,Fieldston School Building,2057810992,2-05781-0992,2124454,3859 Fieldston Road,Not Available,10471,3901,FIELDSTON ROAD,Bronx,184087,K-12 School,"K-12 School, Parking, Swimming Pool",K-12 School,322505,Parking,0,Swimming Pool,0,1928,14,100,Whole Building,Not Available,75.9,81.1,9.1,0.1,148.2,Not Available,1.16E+07,Not Available,Not Available,Not Available,Not Available,2904463.4,31764.9,9982738.4,2925772.9,1940.3,1013.9,926.4,322505,Not Available,Not Available,142.9,07/28/2017 09:41:04 AM,Yes,In Compliance,40.890431,-73.905757,8,11,335,North Riverdale-Fieldston-Riverdale                                        
260,4517383,Jalen: 134-30 Franklin Ave (Parent),4517383,Jalen: 134-30 Franklin Ave (Parent),4051230051,4-05123-0051,4115412;4445336;4445335,134-30 Franklin Ave,Not Available,11355,134-30,FRANKLIN AVENUE,Queens,175941,Multifamily Housing,Multifamily Housing,Multifamily Housing,205264,Not Available,Not Available,Not Available,Not Available,1952,3,100,Whole Building,Not Available,63.4,66.5,3,0.6,91.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.08E+07,115521.7,2206393.7,613126.6,778.3,573.5,204.8,205264,Not Available,Not Available,89,04/26/2017 03:44:19 PM,,In Compliance,,,,,,
266,4905373,Beech Hills Corp 1 Site 6,4905373,Beech Hills Corp 1 Site 6,4083050010,4-08305-0010,4455900;4455849;4455850;4455851;4455852;4455853;4455854;4455855;4455856;4455857;4455858;4455859;4455894;4455895;4455896;4455897;4455898;4455899;4455860;4455861;4455862;4455863;4455864;4455865;4455866;4455867;4455868;4455869;4455870;4455871;4455873;4455874;4455875;4455876;4455877;4455878;4455879;4455880;4455881;4455882;4455883;4455884;4455885;4455886;4455887;4455888;4455889;4455890;4455891,245-01 62 Avenue,Not Available,11362,,,,,Multifamily Housing,Multifamily Housing,Multifamily Housing,86084,Not Available,Not Available,Not Available,Not Available,1951,2,100,Whole Building,Not Available,100.1,107.3,5.9,0.9,154.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6859613.8,75029.9,1761390.4,508688.3,527.8,364.3,163.5,86084,Not Available,Not Available,147.9,04/26/2017 02:53:29 PM,,In Compliance,,,,,,
267,4905775,Beech Hills Corp 1 Site 1,4905775,Beech Hills Corp 1 Site 1,4083060004,4-08306-0004,4461477;4461479;4461480;4461481;4461482;4461483;4461484;4461485;4461486;4461487;4461488;4453957;4453958;4453959;4453960;4453961;4453962;4453963;4453964;4453966;4453967;4453968;4453969;4453970;4453971;4453972;4453978;4453979;4453980;4453982;4453983;4453984;4453985;4453986;4453987;4453987;461503;4461504;4461506;4461507;4461508;4461509;4461510;4461511;4461512;4461513;4461514;4461515;4453965;4453987;4461475;4461475;4461476,245-88 62 Avenue,Not Available,11362,245-50,62 AVENUE,Queens,115226,Multifamily Housing,Multifamily Housing,Multifamily Housing,124200,Not Available,Not Available,Not Available,Not Available,1951,3,100,Whole Building,Whole Building,81,85.2,5.4,0.7,128.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7698987.3,82774.9,2358692.8,673642.8,627.8,408.9,218.9,124200,6244.6,50.28,124.7,04/26/2017 02:53:29 PM,Yes,In Compliance,,,,,,
268,4905795,Beech Hills Corp 2 Site 2,4905795,Beech Hills Corp 2 Site 2,4082760002,4-08276-0002,4455746;4455729;4455730;4455731;4455732;4455733;4455734;4455735;4455736;4455737;4455738;4455739;4455740;4455741;4455742;4455743;4455744;4455745;4455781;4455782;4455783;4455784;4455785;4455786;4455787;4455788;4459763;4459764;4459765;4459766;4459767;4459768;4459791; 4455747;4455748;4455749;4455750;4455751;4455752;4455753;4455754;4459769;4459770;4459771;4459772;4459773;4459774;4459775;4459776;4459777;4459778;4459779;4459780;4459781;4459782;4459783;4459784;4459786;4459787;4459788;4459790;4455755;4455756;4455757;4455758;4455759;4455760;4455761;4455762;4455763;4455764;4455765;4455766;4455767;4455768;4455769;4455770;4455771;4455772;4455773;4455774;4455775;4455776;4455777;4455778;4455779;4455780;4459789,242-63 61 Avenue,Not Available,11362,242-06,HORACE HARDING EXPRE,Queens,149406,Multifamily Housing,Multifamily Housing,Multifamily Housing,149406,Not Available,Not Available,Not Available,Not Available,1951,3,100,Whole Building,Whole Building,92.2,97.5,6.5,0.8,148.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.04E+07,112728,3366106.2,966750.1,865.3,553,312.4,149406,9798.7,65.58,143.9,04/26/2017 02:53:29 PM,,In Compliance,,,,,,
271,4905873,Beech Hills Corp 3 Site 5,4905873,Beech Hills Corp 3 Site 5,4082760030,4-08276-0030,4440432;4461369;4440433;4461370;4440436;4461371;4461372;4461373;4440437;4461374;4440438;4461375;4440418;4461376;4440414;4461377;4461378;4461379;4461380;4461381;4440415;4461382;4440416;4461383;4440417;4461384;4440419;4461385;4440435;4461402;4461386;4461387;4440420;4461388;4440421;4461389;4440422;4461391;4440423;4461392;4440424;4461393;4440425;4461394;4440426;4461395;4440427;4461396;4440428;4461403;4440429;4461397;4461398;4461399;4440430;4461400;4440434;4461401,246-41 57th Drive,Not Available,11362,246-11,57 DRIVE,Queens,103032,Multifamily Housing,Multifamily Housing,Multifamily Housing,103032,Not Available,Not Available,Not Available,Not Available,1951,2,100,Whole Building,Not Available,83.9,89.7,4.7,0.7,128,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6978669.2,75694.8,1668893.4,489124.6,525.5,370.7,154.9,103032,7275.5,70.61,122,04/26/2017 02:53:29 PM,,In Compliance,,,,,,
280,2604396,255 West 23rd Street,4919900,Chelsea Gardens Apartments,1007730012,1-00773-0012,1084991;1076138,255 West 23rd Street,Not Available,10011,255,WEST 23 STREET,Manhattan,159090,Multifamily Housing,"Multifamily Housing, Other",Multifamily Housing,69545,Other,10000,Not Available,Not Available,1939,1,100,Whole Building,Whole Building,73.9,73.3,7.3,0.5,128.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3855920.1,38559.2,2023701.1,577813.9,392.6,204.8,187.8,79545,5592.4,70.31,130.8,04/27/2017 04:41:55 PM,,In Compliance,40.744747,-73.997163,4,3,91,Hudson Yards-Chelsea-Flatiron-Union Square                                 
281,2604537,250 West 24th Street,4919900,Chelsea Gardens Apartments,1007730012,1-00773-0012,1084993;1084992,250 West 24th Street,Not Available,10011,255,WEST 23 STREET,Manhattan,159090,Multifamily Housing,Multifamily Housing,Multifamily Housing,79545,Not Available,Not Available,Not Available,Not Available,1939,1,100,Whole Building,Not Available,75,80.1,5.4,0.6,122.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4472059.9,49195.2,1493111.6,425791.9,376.1,237.5,138.6,79545,Not Available,Not Available,118,04/27/2017 04:41:55 PM,Yes,In Compliance,40.744747,-73.997163,4,3,91,Hudson Yards-Chelsea-Flatiron-Union Square                                 
284,4924553,Deepdale Corp 3 Cluster G,4924553,Deepdale Corp 3 Cluster G,4083590006,4-08359-0006  ,4456085,256-16 60th AVENUE ,Not Available,11362,,,,,Multifamily Housing,Multifamily Housing,Multifamily Housing,70124,Not Available,Not Available,Not Available,Not Available,1952,2,100,Whole Building,Not Available,103.4,111,5.9,0.9,158.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5783570.4,63673.1,1470676.6,414618.3,443.7,307.2,136.5,70124,Not Available,Not Available,152.5,03/31/2017 04:06:52 PM,,In Compliance,,,,,,
302,4964545,620-640 West 239th Street (WW) - Compliance,4964545,620-640 West 239th Street (WW) - Compliance,2059070362,2-05907-0362,2091890;2091888,620-640 West 239th Street,Not Available,10463,620,WEST 239 STREET,Bronx,119600,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,110400,Parking,9200,Not Available,Not Available,1953,2,95,Whole Building,Whole Building,66.5,71.6,3.5,0.6,100.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5952864.1,65795,1388097.1,389563.5,445,316.2,128.8,110400,2994.9,27.13,96.1,04/29/2017 07:17:20 PM,,In Compliance,40.889637,-73.911686,8,11,30701,North Riverdale-Fieldston-Riverdale                                        
303,4964551,620 West 239th Street (WW),4964545,620-640 West 239th Street (WW) - Compliance,2059070362,2-05907-0362,2091890,620 West 239th Street,Not Available,10463,620,WEST 239 STREET,Bronx,119600,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,55200,Parking,4600,Not Available,Not Available,1953,1,95,Whole Building,Not Available,70.8,76.1,3.5,0.6,104.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3229125,35488,680881.6,191275.5,234.7,171.5,63.2,55200,Not Available,Not Available,100.2,04/29/2017 07:17:20 PM,,In Compliance,40.889637,-73.911686,8,11,30701,North Riverdale-Fieldston-Riverdale                                        
306,4972281,Franklin Plaza 2085 2nd (WW),4972273,Franklin Plaza (WW) - Compliance,1016560001,1-01656-0001,1080693,2085 2nd Ave,Not Available,10029,2085,2 AVENUE,Manhattan,846700,Multifamily Housing,Multifamily Housing,Multifamily Housing,660960,Not Available,Not Available,Not Available,Not Available,1961,1,95,Another configuration,Not Available,15,15,1.9,0.1,29.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5644399.6,56444,4253120.2,1246518.1,694.5,299.8,394.7,660960,183250.3,277.25,29.2,05/01/2017 10:21:40 PM,,In Compliance,40.791593,-73.941744,11,8,170,East Harlem South                                                          
316,2690779,Main Building,4985858,Original Campus,3019200001,3-01920-0001,3334960,215 Ryerson St,Not Available,11205,255,RYERSON STREET,Brooklyn,291041,College/University,K-12 School,K-12 School,43000,Not Available,Not Available,Not Available,Not Available,1887,1,100,Whole Building,Not Available,85.8,85.8,10.6,0.5,165.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2134330.4,21343.3,1554316.1,455543.9,257.6,113.4,144.2,43000,125.3,2.91,165.6,05/01/2017 11:38:23 AM,No,In Compliance,40.690247,-73.96433,2,35,193,Clinton Hill                                                               
321,2691092,Thrift Hall,4985858,Original Campus,3019200001,3-01920-0001,3055112,255 Ryerson St,Not Available,11205,255,RYERSON STREET,Brooklyn,291041,College/University,K-12 School,K-12 School,8000,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Not Available,85.8,85.8,10.6,0.5,165.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,397068,3970.7,289187.5,84756,47.9,21.1,26.8,8000,20.8,2.59,165.6,05/01/2017 11:38:23 AM,Yes,In Compliance,40.690247,-73.96433,2,35,193,Clinton Hill                                                               
323,2690772,Machinery Building,4985858,Original Campus,3019210001,3-01921-0001,3827804,174-204  Steuben St,Not Available,11205,333,WAVERLY AVENUE,Brooklyn,62000,College/University,K-12 School,K-12 School,31000,Not Available,Not Available,Not Available,Not Available,1900,1,100,Whole Building,Not Available,85.8,85.8,10.6,0.5,165.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1538677.9,15386.8,1120555.5,328416,185.7,81.7,104,31000,95.4,3.08,165.6,05/01/2017 11:38:23 AM,Yes,In Compliance,40.68831,-73.966852,2,35,197,Clinton Hill                                                               
332,4414870,Dayton Towers: 76-00 Shore Front Parkway,4994297,1-50/76-00 Dayton Towers,4161280001,4-16128-0001,4457805,76-00 Shore Front Parkway,Not Available,11692,7600,SHORE FRONT PARKWAY,Queens,545163,Multifamily Housing,Multifamily Housing,Multifamily Housing,545163,Not Available,Not Available,Not Available,Not Available,1968,1,100,Whole Building,Whole Building,127.9,127.9,5.3,1.1,172.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.99E+07,599093,9839866.9,2883899.7,4095.2,3182.1,913.1,545163,38482.8,70.59,172.1,04/29/2017 01:57:41 PM,Yes,In Compliance,40.586551,-73.803505,14,32,94203,Hammels-Arverne-Edgemere                                                   
333,4414872,Dayton Towers: 1-50 Beach 77th Street,4994297,1-50/76-00 Dayton Towers,4161290001,4-16129-0001,4457806,1-50 Beach 77th Street,Not Available,11692,150,BEACH 77 STREET,Queens,545213,Multifamily Housing,Multifamily Housing,Multifamily Housing,545213,Not Available,Not Available,Not Available,Not Available,1968,1,100,Whole Building,Not Available,81.3,81.3,7.7,0.6,140.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3.00E+07,300147.8,14329376.4,4199699.5,2924,1594.2,1329.8,545213,Not Available,Not Available,140.3,04/29/2017 01:57:41 PM,Yes,In Compliance,40.587442,-73.804154,14,32,94203,Hammels-Arverne-Edgemere                                                   
343,5034754,Boulevard Tenants Corp.,5034754,Boulevard Tenants Corp.,4021500001,4021500001,4432063,105-25 65th Ave,Not Available,11375,64-35,YELLOWSTONE BLVD,Queens,273771,Multifamily Housing,"Multifamily Housing, Parking",Multifamily Housing,273771,Parking,67,Not Available,Not Available,1950,3,100,Whole Building,Whole Building,55.9,55.9,5.2,0,94.3,Not Available,1.04E+07,Not Available,Not Available,Not Available,Not Available,57154.4,571.5,4863727,1425476.7,1224.3,773,451.4,273771,32561.1,118.94,94.3,03/16/2017 12:40:45 PM,Yes,In Compliance,,,,,,
358,5049418,Carriage: 5 Gates Ave (Child),5049377,Carriage: Fort Greene Partnership Homes,3019597501,3-01959-7501,3055961; 3816055;3816034;3815938;3839288;3833879;3833880;3816097,"5 Gates Ave, , NY ",Not Available,11238,5,GATES AVENUE,Brooklyn,127029,Multifamily Housing,Multifamily Housing,Multifamily Housing,41366,Not Available,Not Available,Not Available,Not Available,1988,1,100,Whole Building,Not Available,50.8,54.2,4,0.4,85.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1541600,16812.6,560571.1,164294,133.9,81.9,52,41366,Not Available,Not Available,81.7,04/26/2017 02:01:33 PM,No,In Compliance,40.684141,-73.96866,2,35,199,Clinton Hill                                                               
